title,skills,level,platform,course_id
CDI/CD with TeamCity From Beginner to Advanced,,All Levels,Udemy,C2805
"Complete Vue.js 3  (Inc. Composition API, Vue Router, Vuex)",,Beginner,Udemy,C2806
React Redux Ecommerce - Master MERN Stack Web Development,react,All Levels,Udemy,C2807
Learning Oracle Application Express ( Oracle Apex ) Training,,All Levels,Udemy,C2808
Microsoft Excel VBA Fundamentals - Learn Basic Coding Skills,,Beginner,Udemy,C2809
Learn Azure step by step.,,Beginner,Udemy,C2810
Visual Studio Code for Developers 2023: Beginner to Advanced,,Beginner,Udemy,C2811
Artificial Neural Networks (ANN) with Keras in Python and R,python,All Levels,Udemy,C2812
"Basics of Python & arcpy , the Python library of ESRI ArcGIS",python,Beginner,Udemy,C2813
Scaling Docker on AWS,,All Levels,Udemy,C2814
"Full Stack Web Development with C# OOP, MS SQL & ASP.NET MVC",web development,All Levels,Udemy,C2815
"The Data Visualization Course: Excel, Tableau, Python, R",python;data analysis,All Levels,Udemy,C2816
HMI Programming & Design - FactoryTalk View ME SCADA PLC,,All Levels,Udemy,C2817
Software Testing Interview Secrets: Ace Your QA Interviews,,All Levels,Udemy,C2818
Advanced Web Developer Course - Beginner to Advanced (2023),web development,Beginner,Udemy,C2819
Advanced Java Programming,,Intermediate,Udemy,C2820
Machine Learning Classification Bootcamp in Python,python,Intermediate,Udemy,C2821
Tweetme | Build a Twitter-like app step by step with Django,,Intermediate,Udemy,C2822
"Build Your Startup with No Coding (Design, Develop & Ship)",,All Levels,Udemy,C2823
Progressive Web Apps: The Concise PWA Masterclass,web development,All Levels,Udemy,C2824
SQL Tutorial for Beginners - Learn SQL using 30 scenarios,data analysis,Beginner,Udemy,C2825
Up and Running With PostgreSQL 11,data analysis,All Levels,Udemy,C2826
"iOS 12 & Swift 5 - App Design, UI/UX plus Development",,Beginner,Udemy,C2827
Lumen Microservices: Create Services and APIs with Lumen,,All Levels,Udemy,C2828
Python PCAP: Pass Certified Associate in Python Programming,python,Intermediate,Udemy,C2829
Master ASP.NET Core 3.1 Razor Pages,,All Levels,Udemy,C2830
React Native and Redux Course using hooks,react,All Levels,Udemy,C2831
Fullstack Laravel 10 + Vue.js 3 (2023) - Build APIs and SPAs,,All Levels,Udemy,C2832
Python Foundations for Data Analysis & Business Intelligence,python;data analysis,All Levels,Udemy,C2833
1 hour jQuery,,Beginner,Udemy,C2834
C# Basics for Beginners - Learn C# Fundamentals by Coding,,Beginner,Udemy,C2835
Complete Manual Software Testing 2023 + Agile+ Scrum + Jira,,All Levels,Udemy,C2836
Build Your First iPhone App - iOS 14 Apps Using Swift 5,,Beginner,Udemy,C2837
Master Artificial Intelligence 2022 : Build 6 AI Projects,python,All Levels,Udemy,C2838
Data Science : Master Machine Learning Without Coding,data analysis,Beginner,Udemy,C2839
"Python, JS, & React | Build a Blockchain & Cryptocurrency",python;react,All Levels,Udemy,C2840
Modern GraphQL with Node - Complete Developers Guide,react,Beginner,Udemy,C2841
Learn Advanced Python Programming,python,Intermediate,Udemy,C2842
"Automation Testing Masterclass - Selenium, Cucumber and More",,All Levels,Udemy,C2843
Azure Serverless - Hands on Learning!,,All Levels,Udemy,C2844
#2 Scrum Product Owner -A Practical Guide For Product Owners,,All Levels,Udemy,C2845
Complete Time Series Analysis With Python,python;data analysis,All Levels,Udemy,C2846
Mastering ARKit for iOS,,All Levels,Udemy,C2847
The Complete MongoDB Course,data analysis,Beginner,Udemy,C2848
Python for Deep Learning: Build Neural Networks in Python,data analysis,Beginner,Udemy,C2849
ASP.NET Core - Cross-Platform Development,,Beginner,Udemy,C2850
Experience Design Patterns In Java,,All Levels,Udemy,C2851
Learn Android Programming From Scratch - Basics,,Beginner,Udemy,C2852
gRPC [C#] Master Class: Build Modern API & Microservices,,Intermediate,Udemy,C2853
Modern Artificial Intelligence Masterclass: Build 6 Projects,,Intermediate,Udemy,C2854
SAP Smart Forms for beginners,,All Levels,Udemy,C2855
The Complete MacOS Developer Course - Apps for the Desktop!,,All Levels,Udemy,C2856
Android Multithreading Masterclass,,Beginner,Udemy,C2857
LEARNING PATH: Laravel: Complete Guide to Laravel,,Beginner,Udemy,C2858
iOS 12: Learn to Code & Build Real iOS 12 Apps in Swift 4.2,,All Levels,Udemy,C2859
"React practice course, learn by practicing",,All Levels,Udemy,C2860
Build An API With The Django Rest Framework Using Python,python,Beginner,Udemy,C2861
Rust Programming For Beginners,,Beginner,Udemy,C2862
JavaScript 2019: JavaScript ES6 Certification Course,javascript,Beginner,Udemy,C2863
Practical MongoDB + PHP: For Absolute Beginners,data analysis,All Levels,Udemy,C2864
60-Minute Kotlin Quick Start for Java Developers,,Intermediate,Udemy,C2865
Mastering critical SKILLS in Data Structures using C++,,All Levels,Udemy,C2866
The Windows Presentation Foundation WPF Guide for beginners,,All Levels,Udemy,C2867
UiPath Test Automation,,Beginner,Udemy,C2868
Bootstrap - Create 4 Real World Projects,javascript;css,All Levels,Udemy,C2869
Test Reporting - Know-How & Templates for Test Managers,,All Levels,Udemy,C2870
JavaScript Masterclass 2021: Modern & Comprehensive,,All Levels,Udemy,C2871
Projects In JavaScript & JQuery,javascript,All Levels,Udemy,C2872
"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",,All Levels,Udemy,C2873
Dapper - Getting Started,,Beginner,Udemy,C2874
"Web Scraping with Python: BeautifulSoup, Requests & Selenium",python;web development,Intermediate,Udemy,C2875
Apache Spark and Databricks - Stream Processing in Lakehouse,data analysis,Intermediate,Udemy,C2876
Deploy Infra in the Cloud using Terraform,web development;data analysis,Beginner,Udemy,C2877
Ionic React: Cross-Platform Mobile Development with Ionic,web development;react,Intermediate,Udemy,C2878
Spring Security Core: Beginner to Guru,,All Levels,Udemy,C2879
React Native Expo from Beginner to Pro :: Also with MeteorJS,,Beginner,Udemy,C2880
PHP Login and Registration System - Email Confirm Activation,,All Levels,Udemy,C2881
Master the Art of Writing Clean Code in C#,,All Levels,Udemy,C2882
The Complete Core Java Course : Learn to Code,,All Levels,Udemy,C2883
EasyPy3: Python for Beginners,,Beginner,Udemy,C2884
The Full Stack Web Development Bootcamp,web development;javascript;html;css,All Levels,Udemy,C2885
The Expert’s Guide of Selenium with Python | BDD Framework,python,All Levels,Udemy,C2886
Machine Learning Real World projects in Python,python;data analysis,All Levels,Udemy,C2887
Complete Guide to Unit Testing in .NET Core (NUnit & XUnit),web development,Beginner,Udemy,C2888
Object Oriented Programming (OOP) in PHP - Build An OOP Site,web development,All Levels,Udemy,C2889
Beat the Codility Coding Interview in Java,,All Levels,Udemy,C2890
"Metaverse Fundamentals: Blockchain, Cryptocurrency and NFTs",,All Levels,Udemy,C2891
Flutter BLoC - From Zero to Hero Complete Course,,Beginner,Udemy,C2892
Mobile Automation with Appium 2.0 and WebdriverIO - 2023,web development;javascript,All Levels,Udemy,C2893
Unreal Engine 5: One Course Solution For Material,,All Levels,Udemy,C2894
Advanced SQL Bootcamp,,Intermediate,Udemy,C2895
Modern Android Architectures - MVVM MVP MVC - in Java,,All Levels,Udemy,C2896
Programming Design Patterns For Unity: Write Better Code,,Intermediate,Udemy,C2897
API in C#: The Best Practices of Design and Implementation,,All Levels,Udemy,C2898
Java for Complete Beginners: Become Junior Java Developer,,Beginner,Udemy,C2899
"Build Creative Website Using HTML5, CSS3, jQuery & Bootstrap",web development;html;css,All Levels,Udemy,C2900
Web Scraping in Python With BeautifulSoup and Selenium,python;web development,All Levels,Udemy,C2901
Learn Redis from Scratch,data analysis,Intermediate,Udemy,C2902
RA: Data Science and Supply Chain analytics. A-Z with Python,python;data analysis,All Levels,Udemy,C2903
Build an Amazon Affiliate E-Commerce Store from Scratch,,All Levels,Udemy,C2904
DevOps Fundamentals: Gain Solid Understanding,,Beginner,Udemy,C2905
Introduction to JavaScript Object Notation (JSON),,All Levels,Udemy,C2906
Break Away: Programming And Coding Interviews,,All Levels,Udemy,C2907
Write Asynchronous C# Code With Tasks and PLINQ,,All Levels,Udemy,C2908
Git by Example,,Intermediate,Udemy,C2909
"Python 3: Project-based Python, Algorithms, Data Structures",python;data analysis,All Levels,Udemy,C2910
Learn Advanced T-SQL For SQL Server Administrator,,Intermediate,Udemy,C2911
Deep Learning with PyTorch for Medical Image Analysis,,Expert,Udemy,C2912
Build a Stock Market Web App With Python and Django,python;web development;data analysis,Beginner,Udemy,C2913
.NET Microservices: CQRS & Event Sourcing with Kafka,,All Levels,Udemy,C2914
Intro to Game Development using Unity - Part I,,Beginner,Udemy,C2915
The Complete Guide to Bubble Visual Programming,web development,All Levels,Udemy,C2916
Mastering Regular Expressions in JavaScript,javascript,All Levels,Udemy,C2917
QR Code Generator Using JavaScript,web development;javascript,All Levels,Udemy,C2918
Clean Architecture for Beginners: A Practical Guide,,All Levels,Udemy,C2919
Scratch Programming - Build 14 Games in Scratch 3.0 Bootcamp,,Beginner,Udemy,C2920
Introduction to Web Accessibility WCAG 2.1,web development,Beginner,Udemy,C2921
Automation framework with Selenium Java (Advanced),,All Levels,Udemy,C2922
Reactive Programming in Modern Java using Project Reactor,react,All Levels,Udemy,C2923
Laravel API Development & Vue JS SPA from Scratch,,Intermediate,Udemy,C2924
Create a Netflix clone from Scratch: JavaScript PHP + MySQL,web development;javascript,All Levels,Udemy,C2925
"Recursion, Backtracking and Dynamic Programming in Python",python,All Levels,Udemy,C2926
Fundamental Data Analysis and Visualization Tools in Python,python;data analysis,All Levels,Udemy,C2927
"React, Angular, Node In-Depth Guide: Beginner to Pro (2018)",react,All Levels,Udemy,C2928
HTML5 Specialist: Comprehensive HTML5 Training,html,All Levels,Udemy,C2929
Logistic Regression in Python,python,All Levels,Udemy,C2930
Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,,All Levels,Udemy,C2931
Modern Food Recipes App - Android Development with Kotlin,,Intermediate,Udemy,C2932
Laravel 8 - Build Advance Ecommerce Project A-Z,,All Levels,Udemy,C2933
Real World ASP.NET Web API Services for .NET Framework,web development,Intermediate,Udemy,C2934
Learn Dart Programming for Flutter,,All Levels,Udemy,C2935
Complete Data Wrangling & Data Visualisation With Python,python;data analysis,All Levels,Udemy,C2936
Bash Shell Scripting Tutorial for Beginners,,All Levels,Udemy,C2937
Remix.js - The Practical Guide,react,All Levels,Udemy,C2938
C# Intermediate Programming : The First Steps,,Intermediate,Udemy,C2939
Cloud Computing Concepts,,All Levels,Udemy,C2940
WordPress Theme Development from Scratch 2.0,javascript;html;css,Intermediate,Udemy,C2941
Multiplayer Virtual Reality (VR) Development With Unity,,Beginner,Udemy,C2942
Boost Your C# With Structural And Creational Design Patterns,,All Levels,Udemy,C2943
C++ Programming for Beginners (2023),,All Levels,Udemy,C2944
Get into DevOps: The Masterclass,,All Levels,Udemy,C2945
Spring Framework DevOps on AWS,,Intermediate,Udemy,C2946
Kubernetes for developers,,Beginner,Udemy,C2947
APIs in PHP: from Basic to Advanced,,All Levels,Udemy,C2948
iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course,,Beginner,Udemy,C2949
Projects in AngularJS - Learn by building 10 Projects,web development,All Levels,Udemy,C2950
Website Localization For Translators,web development,Beginner,Udemy,C2951
Learn ETL Testing With Informatica PowerCenter Today,,Intermediate,Udemy,C2952
JavaScript Complete Beginners Course For Web Development,javascript,Beginner,Udemy,C2953
Data Visualization in Python Masterclass™: Beginners to Pro,data analysis,All Levels,Udemy,C2954
Spring Boot Fundamentals with Unit Testing (MockMVC/Mockito),,All Levels,Udemy,C2955
Math for Data Science Masterclass,data analysis,All Levels,Udemy,C2956
Unity RPG Inventory Systems Asset Pack: Behind The Scenes,,Intermediate,Udemy,C2957
JavaScript Projects for JavaScript Beginners,,Beginner,Udemy,C2958
VB . NET  with VS 2017 and Windows Forms,,All Levels,Udemy,C2959
SolidWorks Complete Course: Learn 3D Modeling in SolidWorks,,Beginner,Udemy,C2960
CodeIgniter for Beginners: Build a Complete Web Application,web development,All Levels,Udemy,C2961
Complete Data Analysis with Pandas : Hands-on Pandas Python,python;data analysis,All Levels,Udemy,C2962
The Complete Introduction to OpenFOAM,,Beginner,Udemy,C2963
How to Make a Retro Style 3D FPS in the Godot Game Engine,,Intermediate,Udemy,C2964
REST Assured. API test automation for beginners,,Beginner,Udemy,C2965
Regular Expressions (Regex) with Python - Easy and Fast!,data analysis,All Levels,Udemy,C2966
Create a Battle Royale game using Unreal Engine 4 Blueprints,,Beginner,Udemy,C2967
Docker Masterclass for Machine Learning and Data Science,,All Levels,Udemy,C2968
Learn To Program with Delphi and Object Pascal,,All Levels,Udemy,C2969
The Complete Android App Development Masterclass: Build Apps,,All Levels,Udemy,C2970
Java Microservices: CQRS & Event Sourcing with Kafka,,All Levels,Udemy,C2971
UI UX Design Hybrid from Figma to HTML CSS and JavaScript,web development,All Levels,Udemy,C2972
Objective-C Crash Course for Swift Developers,,Intermediate,Udemy,C2973
Working with Concurrency in Go (Golang),,Intermediate,Udemy,C2974
Complete Python Bootcamp For Everyone From Zero to Hero 2023,python,All Levels,Udemy,C2975
Create a REST API using basic PHP with Token Authentication,,All Levels,Udemy,C2976
How to Make a Freaking Android App,,Beginner,Udemy,C2977
Docker & Kubernetes: The Complete Practical Guide,,All Levels,Udemy,C2978
PHP for Beginners 2023: The Complete PHP MySQL PDO Course,,All Levels,Udemy,C2979
Python 3 Programming: Beginner to Pro Masterclass,python,Beginner,Udemy,C2980
Discover Game Development with C# Programming and MonoGame!,,All Levels,Udemy,C2981
Akka Streams with Scala | Rock the JVM,react,Expert,Udemy,C2982
"Learn LangChain, Pinecone & OpenAI: Build Next-Gen LLM Apps",web development,All Levels,Udemy,C2983
Selenium WebDriver: Selenium Automation Testing with Python,python;web development,Beginner,Udemy,C2984
Learn Multithreading with Modern C++,,Intermediate,Udemy,C2985
Learn to Host Multiple Domains on one Virtual Server,,All Levels,Udemy,C2986
MATLAB for Engineering Students Part 1,,Beginner,Udemy,C2987
Data Analysis Real world use-cases- Hands on Python,python;data analysis,All Levels,Udemy,C2988
Computer Programming for Beginners,python;javascript,Beginner,Udemy,C2989
Flutter - Advanced Course,,Expert,Udemy,C2990
React JS + Angular + Rails 5 Bootcamp,react,Intermediate,Udemy,C2991
Unity Dialogue & Quests: Intermediate C# Game Coding,,Intermediate,Udemy,C2992
Unreal Engine 5 Blueprints: First Person Shooter (FPS),,Beginner,Udemy,C2993
Build Your Own File Sharing Website,web development,All Levels,Udemy,C2994
Vagrant Up! Comprehensive development system automation,,All Levels,Udemy,C2995
The complete VUE JS course ( 2022 edition ),web development,Beginner,Udemy,C2996
AWS Lambda - A Practical Guide - Learn from an Expert,,All Levels,Udemy,C2997
Golang for Beginners,,Beginner,Udemy,C2998
Python Masterclass: Learn By Building 15 Projects & ChatGPT,python;web development;data analysis,All Levels,Udemy,C2999
Project Based Python Programming For Kids & Beginners,python,All Levels,Udemy,C3000
Python on the Backend,python;web development,All Levels,Udemy,C3001
Machine Learning From Basic to Advanced,python;data analysis,Beginner,Udemy,C3002
The Complete WordPress Theme Development Course,,Expert,Udemy,C3003
"Scalable Web Applications with Python, Flask, and SQLAlchemy",python;web development,Beginner,Udemy,C3004
Python Programming Complete Beginners Course Bootcamp 2022,python,Beginner,Udemy,C3005
Introduction to Quantum Computing,,Beginner,Udemy,C3006
10 Days of No Code Artificial Intelligence Bootcamp,data analysis,All Levels,Udemy,C3007
The Next.js 13 Bootcamp - The Complete Developer Guide,,Beginner,Udemy,C3008
Requirements Engineering: Software Engineering,,Beginner,Udemy,C3009
Build Multiplayer Games With Unity And Photon ( PUN 2),,Intermediate,Udemy,C3010
Digital Signal Processing  (DSP)  From Ground Up™ in Python,python,All Levels,Udemy,C3011
iPhone App Programming for Noobs - UPDATED iOS 9 Swift 2,,All Levels,Udemy,C3012
Computer Vision Masterclass,python,All Levels,Udemy,C3013
The Complete Bootstrap Masterclass Course - Build 4 Projects,web development,All Levels,Udemy,C3014
What's New in Java 9 - Modules and More!,,Intermediate,Udemy,C3015
Data Science: R Programming Complete Diploma 2023,,All Levels,Udemy,C3016
JMETER - Master Performance & Load Testing(Basics + Advance),web development,All Levels,Udemy,C3017
"Elasticsearch Masterclass [Incl., Elasticsearch 7 update]",,All Levels,Udemy,C3018
The Complete Unity Game Development Course,,Beginner,Udemy,C3019
Adobe Experience Manager 6.3 | The Complete AEM Masterclass,web development,All Levels,Udemy,C3020
Fundamental Data Structures & Algorithms using C language.,data analysis,All Levels,Udemy,C3021
Shopify Theme Development: Online Store 2.0 + TailwindCSS,css,All Levels,Udemy,C3022
Learn Vert.x - Reactive microservices with Java,web development;react,All Levels,Udemy,C3023
Text Mining and Natural Language Processing in R,data analysis,All Levels,Udemy,C3024
"Scala Applied, Part 3",,Intermediate,Udemy,C3025
Laravel 8 - Advance Course Build School Management System,,All Levels,Udemy,C3026
From 0 to 1: Hive for Processing Big Data,,All Levels,Udemy,C3027
Full Android Development Masterclass | 14 Real Apps-46 Hours,,All Levels,Udemy,C3028
Develop Full iOS Instagram Clone App in Swift & Xcode,,All Levels,Udemy,C3029
"Build Reports with JasperReports, Java and Spring Boot",,Beginner,Udemy,C3030
Beat the Codility Coding Interview in Python,python,All Levels,Udemy,C3031
NoSQL: Neo4j and Cypher (Part: 2-Intermediate),data analysis,Intermediate,Udemy,C3032
C Programming Masterclass: Pointers & Advanced C Language,,Intermediate,Udemy,C3033
AJAX : Let's build a COOL project,javascript,All Levels,Udemy,C3034
Create a Complete 2D Platformer in the Godot Engine,,Intermediate,Udemy,C3035
"REST API Automation:REST Assured,Serenity BDD Framework",,All Levels,Udemy,C3036
The Ultimate Flask Course,,Beginner,Udemy,C3037
Learn TestNG using IntelliJ IDEA,,All Levels,Udemy,C3038
Build a Python REST API with the Django Rest Framework,,Intermediate,Udemy,C3039
Complete JSON AJAX API Code Course Beginner to Professional,data analysis,All Levels,Udemy,C3040
C# for Beginners - Coding From Scratch,,Beginner,Udemy,C3041
Build a full-stack application in minutes with Node-RED,web development,Beginner,Udemy,C3042
Complete Guide for Salesforce integration With Live Scenario,,All Levels,Udemy,C3043
Clojure: The Complete Beginner's Guide 2023,,All Levels,Udemy,C3044
"Angry Birds, Crossy Road & more: Game Development in Swift 4",,All Levels,Udemy,C3045
Data Visualize Data with D3.js The Easy Way,data analysis,All Levels,Udemy,C3046
Reinforcement Learning beginner to master - AI in Python,,All Levels,Udemy,C3047
Core Python for Everyone,python,Beginner,Udemy,C3048
Docker for beginners,,Beginner,Udemy,C3049
OOP Object Oriented Programming In PHP 7,,Beginner,Udemy,C3050
Python Game Development™ : Build 11 Total Games,python,Beginner,Udemy,C3051
Rest API Automation With Rest Assured - Novice To Ninja,,All Levels,Udemy,C3052
Learn to Create a Metroidvania Game using Unity & C#,,Beginner,Udemy,C3053
The Complete Python 3 Masterclass - From Beginner To Pro,python;data analysis,All Levels,Udemy,C3054
Teradata Fundamentals - Comprehensive SQL course on Teradata,data analysis,Beginner,Udemy,C3055
SEO Training Academy: Learn Search Engine Optimization,,All Levels,Udemy,C3056
Jira Agile Project Management for Beginners-Bonus Confluence,,Beginner,Udemy,C3057
Vue Masterclass (Covers Vue 2 and 3),css,Beginner,Udemy,C3058
Java Web Development Under The Hood,web development,Intermediate,Udemy,C3059
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,web development;javascript,All Levels,Udemy,C3060
Master HTML in 60 mins,,Beginner,Udemy,C3061
Algorithms Data Structures in Java #2 (+INTERVIEW QUESTIONS),data analysis,All Levels,Udemy,C3062
Testing React apps with React Testing Library (RTL),react,Intermediate,Udemy,C3063
TensorFlow 2.0 Practical,,All Levels,Udemy,C3064
Gutenberg Blocks for WordPress and React Developers,react,Expert,Udemy,C3065
iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course,,Beginner,Udemy,C3066
Getting started with WebAssembly & Emscripten,web development;javascript,All Levels,Udemy,C3067
QC051: Math Prerequisites for QC - Content moved to QC101,,Beginner,Udemy,C3068
Learn to make a 3D Platformer Game with Unity,,All Levels,Udemy,C3069
Salesforce CPQ : Salesforce CPQ Basics for Admins,,Beginner,Udemy,C3070
Learn Test Driven Development in Java,,All Levels,Udemy,C3071
The Ultimate Guide to making a 2D strategy game in Unity,,Intermediate,Udemy,C3072
Salesforce Development & Administration for Beginners,,All Levels,Udemy,C3073
"HTML/CSS Bootcamp - Learn HTML, CSS, Flexbox, and CSS Grid",web development;html;css,Beginner,Udemy,C3074
Programming Numerical Methods in Python,,Beginner,Udemy,C3075
Introduction to Artificial Neural Network and Deep Learning,data analysis,All Levels,Udemy,C3076
Java Web Services Part 2 - SOAP and REST Security,web development,Intermediate,Udemy,C3077
The Complete Regular Expressions Course with Exercises,python;javascript,All Levels,Udemy,C3078
Ruby Programming For Everyone,,Beginner,Udemy,C3079
Ultimate AngularJS: Build a Real-World App from Scratch,,All Levels,Udemy,C3080
Microsoft Access SQL: SQL for Non-Programmers,,Beginner,Udemy,C3081
Build a Complete Registration and Login System using PHP MVC,,All Levels,Udemy,C3082
Artificial Intelligence I: Meta-Heuristics and Games in Java,,All Levels,Udemy,C3083
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",web development,All Levels,Udemy,C3084
Applied Time Series Analysis in Python,python,Intermediate,Udemy,C3085
Linux Shell Programming for Beginners,,All Levels,Udemy,C3086
2 Real World Azure Data Engineer Project End to End,,All Levels,Udemy,C3087
React js. From the beginning. w/ Redux and React Router,react,Beginner,Udemy,C3088
From 0 to 1 : Spark for Data Science with Python,data analysis,All Levels,Udemy,C3089
Display and analyze GIS data on the web with Leaflet,javascript,Intermediate,Udemy,C3090
Microservices Contract Testing with Pact,,All Levels,Udemy,C3091
Learn to Program with Java for Complete Beginners - Part 1,,Beginner,Udemy,C3092
"Java Collections Framework + Generics, Lambdas & Stream API",,All Levels,Udemy,C3093
Python for Beginners: Complete Python Programming,python,Beginner,Udemy,C3094
Technical Writing: How to Write Using DITA XML,,Intermediate,Udemy,C3095
Master Spring Boot Microservices with CQRS & Event Sourcing,,All Levels,Udemy,C3096
The Ultimate Guide to Creating an RPG Game in Unity,,All Levels,Udemy,C3097
Python for Machine Learning: The Complete Beginner's Course,python,Beginner,Udemy,C3098
Cloud Computing and Amazon Web Services (AWS) Fundamentals,,Beginner,Udemy,C3099
The Ultimate Unreal Engine 2D Game Development Course,,All Levels,Udemy,C3100
"Create a Members Only Blog using PHP, MySQL, & AJAX",data analysis,Beginner,Udemy,C3101
Learn Symfony 3 framework by practical examples,web development,All Levels,Udemy,C3102
Beginner Machine Learning in Python + ChatGPT Bonus [2023],python,Beginner,Udemy,C3103
React + Redux - The beginner guide. (+ Learn Typescript ),react,Beginner,Udemy,C3104
Advanced JavaScript Topics,javascript,Intermediate,Udemy,C3105
Live Project On ASP.Net Core 2.0 MVC(Formerly ASP.Net MVC 5),,Intermediate,Udemy,C3106
Complete Course on A/B Testing with Interview Guide,,All Levels,Udemy,C3107
Azure LOG ANALYTICS Inside-Out,,All Levels,Udemy,C3108
Data Analysis in Python with Pandas,python;data analysis,Intermediate,Udemy,C3109
Devops: Jenkins Pipeline As Code: All you need to know A - Z,,All Levels,Udemy,C3110
Learn GraphQL with .Net Core For Absolute Beginners,,All Levels,Udemy,C3111
Complete Bubble Developer Course: Build Apps Without Coding,web development,All Levels,Udemy,C3112
"Java Servlet, JSP and Hibernate: Build eCommerce Website",web development,All Levels,Udemy,C3113
Pyomo Bootcamp: Python Optimization from Beginner to Advance,,Beginner,Udemy,C3114
Learn Complete WordPress for Building a Professional Sites,,All Levels,Udemy,C3115
The Mac Terminal Course for Beginners,,Beginner,Udemy,C3116
Data Science Bootcamp 2022: 5 Data Science Projects,python;data analysis,All Levels,Udemy,C3117
Learn Pro Advanced Python Programming,python,Expert,Udemy,C3118
"Intro to Big Data, Data Science and Artificial Intelligence",data analysis,Beginner,Udemy,C3119
Learn Data Warehousing From Scratch- From Solution Architect,data analysis,All Levels,Udemy,C3120
Beginning Object-oriented Programming with C#,,Beginner,Udemy,C3121
Godot 3 Complete Developer Course - 2D and 3D,,All Levels,Udemy,C3122
Python GUI Programming Using PyQt5,python,Intermediate,Udemy,C3123
Technical Analysis with Python for Algorithmic Trading,python,Intermediate,Udemy,C3124
JIRA Test Management using ZEPHYR for TESTERS,,Beginner,Udemy,C3125
Full Stack Web Development Masterclass: Beginner To Advanced,web development;javascript;html;css,All Levels,Udemy,C3126
WooCommerce Theme Development: Advanced Course,,Intermediate,Udemy,C3127
Unreal Engine 5: Soulslike Melee Combat System,,Intermediate,Udemy,C3128
Python and Django Full-Stack  Web Development for beginners,python;web development;javascript;html;css,Beginner,Udemy,C3129
JSON - Beginners Guide to learning JSON with JavaScript,web development;javascript;data analysis,Beginner,Udemy,C3130
Ruby Programming for Beginners,,All Levels,Udemy,C3131
Hands on With Docker & Docker Compose From a Docker Captain,web development,Beginner,Udemy,C3132
A Java Spring Boot Microservices project for beginners,,All Levels,Udemy,C3133
Code Your First Website with HTML & CSS for Kids & Beginners,html;css,Beginner,Udemy,C3134
Redux in Angular (2 and 4+),,Intermediate,Udemy,C3135
Mastering Grails. A Comprehensive Grails Course.,,All Levels,Udemy,C3136
Dart & Flutter | The Complete Flutter Development Course,,All Levels,Udemy,C3137
Master React Native Animations,,All Levels,Udemy,C3138
Python from the beginning in Sinhala - Python මුල සිට සරලව,,Beginner,Udemy,C3139
Microservices Interview Questions - Passsing Guarranteed,,All Levels,Udemy,C3140
Ionic 3 Apps for WooCommerce: Build an eCommerce Mobile App,html;css,All Levels,Udemy,C3141
Hibernate and Spring Data JPA: Beginner to Guru,data analysis,All Levels,Udemy,C3142
R Tidyverse Reporting and Analytics for Excel Users,data analysis,Beginner,Udemy,C3143
APIs: Crash Course,,All Levels,Udemy,C3144
"Full stack Universal React with Redux, Node js and MongoDB",react;javascript,Intermediate,Udemy,C3145
Learn to Build Websites using Twitter Bootstrap,,All Levels,Udemy,C3146
Reactive JS:  Are you ready for the next big paradigm shift?,react;javascript,Intermediate,Udemy,C3147
"Git Going with Comparing, Branching and Merging",,Intermediate,Udemy,C3148
Test Automation Framework [ Spring Boot + Selenium + BDD ],,All Levels,Udemy,C3149
Master Bootstrap 5 with 6 projects and Sass customization,,All Levels,Udemy,C3150
Linux - The Complete Linux Guide,,All Levels,Udemy,C3151
Java for Beginners,,Beginner,Udemy,C3152
Understanding CouchDB 3: Learn Basic & Advanced NoSQL Skills,data analysis,All Levels,Udemy,C3153
Applied Time Series Analysis and Forecasting with R Projects,data analysis,Intermediate,Udemy,C3154
Complete Angular from Zero to Hero | Complete Guide,,All Levels,Udemy,C3155
Python Programming & Software Design For Absolute Beginners,,All Levels,Udemy,C3156
Data Structures and Algorithms in C++ For Coding Interview,data analysis,Beginner,Udemy,C3157
Typescript Bootcamp: Beginner To Advanced (2023 Edition),,All Levels,Udemy,C3158
Basics of Database Design & Development,data analysis,All Levels,Udemy,C3159
React From The Ground Up,react,All Levels,Udemy,C3160
Learn GLSL Shaders from Scratch,web development,All Levels,Udemy,C3161
Mastering SharePoint 2019,,Expert,Udemy,C3162
Technical Writing: How to Write API Software Documentation,,Beginner,Udemy,C3163
"JavaScript Mastery: Learn, Code, and Create Live Forms",javascript,Beginner,Udemy,C3164
Learn To Create An Online Multiplayer Game In Unity,,Beginner,Udemy,C3165
Single-Page Application with ASP.NET & jQuery Hands-On,web development,Intermediate,Udemy,C3166
The Complete Guide to Building Premium WordPress Themes,,Intermediate,Udemy,C3167
Salesforce Lightning Flows Complete Course,,Beginner,Udemy,C3168
The Complete iOS Game Course Using SpriteKit And Swift 3,,Beginner,Udemy,C3169
Make a Tetris-style Puzzler in Unity,,Intermediate,Udemy,C3170
JSON in Action: Build JSON-Based Applications,javascript,All Levels,Udemy,C3171
